customer_id,country,city,customer_type,gender,senior_citizen,partner,dependents,tenure_months,contract,monthly_charge,total_charges,cltv,complaint_count,payment_delay_days,roaming_usage,app_logins,network_quality_score,avg_monthly_data_usage_gb,customer_health_score,risk_segment,churn_label,customer_value_segment,cltv_segment
4283-IVYCI,Saudi Arabia,Dammam,SME,Male,No,No,No,9,Month-to-month,64.95,547.8,3013.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
9780-FKVVF,Saudi Arabia,Dammam,SME,Male,No,No,No,6,Month-to-month,59.15,336.7,3613.0,2,7,,20,8.0,60,99.0,High Risk,No,Medium Value,Medium CLTV
5472-CVMDX,Saudi Arabia,Dammam,Individual,Female,No,No,No,68,Two year,38.9,2719.2,5278.0,1,0,,20,9.0,60,113.0,Medium Risk,No,High Value,High CLTV
4837-PZTIC,Saudi Arabia,Dammam,Individual,Female,No,No,No,47,Two year,41.9,1875.25,2540.0,1,0,,20,9.0,60,113.0,Medium Risk,No,Low Value,Low CLTV
9674-EHPPG,Saudi Arabia,Dammam,Individual,Male,No,Yes,No,46,Two year,40.4,1842.7,2519.0,1,0,,20,9.0,60,113.0,Medium Risk,No,Low Value,Low CLTV
6252-DFGTK,Saudi Arabia,Dammam,SME,Female,No,Yes,No,37,One year,68.1,2479.25,2873.0,1,3,,20,9.0,60,110.0,Medium Risk,No,Low Value,Low CLTV
9359-JANWS,Saudi Arabia,Dammam,SME,Female,No,Yes,No,65,Two year,58.9,3857.1,5657.0,1,0,,20,9.0,60,113.0,Medium Risk,No,High Value,High CLTV
8050-XGRVL,Saudi Arabia,Dammam,SME,Female,No,Yes,Yes,62,One year,54.75,3425.35,5010.0,1,3,,20,9.0,60,110.0,High Risk,No,High Value,High CLTV
9782-LGXMC,Saudi Arabia,Dammam,SME,Female,No,Yes,Yes,49,Month-to-month,61.75,3024.15,5511.0,1,7,,20,9.0,60,106.0,Low Risk,No,High Value,High CLTV
2338-BQEZT,Saudi Arabia,Dammam,SME,Female,No,No,No,55,Month-to-month,50.55,2832.75,6250.0,1,7,,20,9.0,60,106.0,Medium Risk,No,High Value,High CLTV
5999-LCXAO,Saudi Arabia,Dammam,Individual,Female,No,No,No,1,Month-to-month,29.9,29.9,4155.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Medium Value,Medium CLTV
4712-AUQZO,Saudi Arabia,Dammam,Individual,Male,No,No,No,18,Month-to-month,33.6,550.35,5388.0,2,7,,20,8.0,60,99.0,Low Risk,No,High Value,High CLTV
0668-OGMHD,Saudi Arabia,Dammam,Individual,Female,No,Yes,No,21,Month-to-month,28.5,629.35,3766.0,2,7,,20,8.0,60,99.0,High Risk,No,Medium Value,Medium CLTV
3551-GAEGL,Saudi Arabia,Dammam,Individual,Male,No,Yes,No,34,One year,30.4,938.65,4697.0,2,3,,20,8.0,60,103.0,Low Risk,No,Medium Value,Medium CLTV
3594-KADLU,Saudi Arabia,Dammam,Individual,Male,No,Yes,No,3,Month-to-month,35.1,101.1,3610.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
8259-NFJTV,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,7,Month-to-month,34.65,246.6,5996.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
0305-SQECB,Saudi Arabia,Dammam,Individual,Female,No,No,Yes,11,One year,36.05,402.6,4265.0,2,3,,20,8.0,60,103.0,Medium Risk,No,Medium Value,Medium CLTV
7665-NKLAV,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,36,Two year,40.65,1547.35,2564.0,2,0,,20,8.0,60,106.0,Medium Risk,No,Low Value,Low CLTV
2335-GSODA,Saudi Arabia,Dammam,Individual,Male,No,No,Yes,23,Two year,40.1,857.75,2327.0,2,0,,20,8.0,60,106.0,Low Risk,No,Low Value,Low CLTV
9796-MVYXX,Saudi Arabia,Dammam,Individual,Female,Yes,No,No,14,Two year,39.7,692.35,3162.0,2,0,,20,8.0,60,106.0,Medium Risk,No,Low Value,Low CLTV
9099-FTUHS,Saudi Arabia,Dammam,SME,Female,No,No,No,23,Month-to-month,54.4,1249.25,2989.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
4495-LHSSK,Saudi Arabia,Dammam,SME,Female,No,No,Yes,18,Month-to-month,57.65,992.7,3425.0,2,7,,20,8.0,60,99.0,High Risk,No,Low Value,Low CLTV
6461-PPAXN,Saudi Arabia,Dammam,SME,Female,No,Yes,No,35,One year,54.95,1916.0,4858.0,2,3,,20,8.0,60,103.0,Low Risk,No,Medium Value,Medium CLTV
8885-QSQBX,Saudi Arabia,Dammam,Individual,Female,No,No,No,1,Month-to-month,49.55,49.55,5277.0,2,7,,20,8.0,60,99.0,Low Risk,No,High Value,High CLTV
7312-XSBAT,Saudi Arabia,Dammam,Individual,Male,No,No,No,1,Month-to-month,49.75,49.75,2908.0,2,7,,20,8.0,60,99.0,High Risk,No,Low Value,Low CLTV
4104-PVRPS,Saudi Arabia,Dammam,SME,Male,No,Yes,No,24,Month-to-month,53.6,1315.35,2977.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
1202-KKGFU,Saudi Arabia,Dammam,SME,Female,No,Yes,No,12,Month-to-month,54.2,690.5,4474.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
1376-HHBDV,Saudi Arabia,Dammam,Individual,Female,No,No,No,30,Month-to-month,48.8,1536.75,4864.0,2,7,,20,8.0,60,99.0,High Risk,No,Medium Value,Medium CLTV
2075-RMJIK,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,5,Month-to-month,49.4,232.55,5756.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
1936-CZAKF,Saudi Arabia,Riyadh,Individual,Male,No,Yes,No,49,Two year,49.65,2409.9,4283.0,1,0,,20,9.0,90,113.0,Low Risk,No,Medium Value,Medium CLTV
1264-FUHCX,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,49,One year,56.3,2780.6,5913.0,1,3,,20,9.0,90,110.0,Low Risk,No,High Value,High CLTV
8316-BBQAY,Saudi Arabia,Riyadh,SME,Female,No,No,No,65,Two year,59.95,3921.1,6251.0,1,0,,20,9.0,90,113.0,High Risk,No,High Value,High CLTV
3474-BAFSJ,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,57,Two year,57.5,3265.95,4133.0,1,0,,20,9.0,90,113.0,High Risk,No,Medium Value,Medium CLTV
4723-BEGSG,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,72,Two year,86.65,6094.25,5483.0,1,0,,20,9.0,90,113.0,Medium Risk,No,High Value,High CLTV
8200-LGKSR,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,71,Two year,83.2,6126.1,5350.0,1,0,,20,9.0,90,113.0,High Risk,No,High Value,High CLTV
1492-QGCLU,Saudi Arabia,Riyadh,SME,Male,No,Yes,Yes,53,Month-to-month,85.7,4616.1,5957.0,1,7,,20,9.0,90,106.0,Low Risk,No,High Value,High CLTV
4626-OZDTJ,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,51,One year,78.65,3950.85,5408.0,1,3,,20,9.0,90,110.0,High Risk,No,High Value,High CLTV
5197-LQXXH,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,71,Two year,83.3,5894.5,4264.0,1,0,,20,9.0,90,113.0,Low Risk,No,Medium Value,Medium CLTV
6631-HMANX,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,72,Two year,85.45,6227.5,5641.0,1,0,,20,9.0,90,113.0,Medium Risk,No,High Value,High CLTV
1136-XGEQU,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,50,One year,84.15,4164.4,4625.0,1,3,,20,9.0,90,110.0,Medium Risk,No,Medium Value,Medium CLTV
0723-FDLAY,Saudi Arabia,Riyadh,SME,Male,No,No,No,44,One year,85.25,3704.15,2292.0,1,3,,20,9.0,90,110.0,Medium Risk,No,Low Value,Low CLTV
2661-GKBTK,Saudi Arabia,Riyadh,SME,Male,No,Yes,Yes,60,Two year,76.95,4543.95,5053.0,1,0,,20,9.0,90,113.0,Medium Risk,No,High Value,High CLTV
9481-WHGWY,Saudi Arabia,Riyadh,SME,Female,No,Yes,Yes,70,Two year,75.35,5437.75,6477.0,1,0,,20,9.0,90,113.0,Medium Risk,No,High Value,High CLTV
4295-YURET,Saudi Arabia,Riyadh,SME,Female,Yes,Yes,Yes,56,Two year,72.6,4084.35,6357.0,1,0,,20,9.0,90,113.0,High Risk,No,High Value,High CLTV
7833-PKIHD,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,51,One year,76.4,3966.3,6385.0,1,3,,20,9.0,90,110.0,Medium Risk,No,High Value,High CLTV
0679-TDGAK,Saudi Arabia,Riyadh,SME,Male,No,Yes,Yes,50,One year,75.5,4025.6,5141.0,1,3,,20,9.0,90,110.0,Low Risk,No,High Value,High CLTV
8879-ZKJOF,Saudi Arabia,Riyadh,SME,Female,No,No,No,41,One year,79.85,3320.75,5556.0,1,3,,20,9.0,90,110.0,Medium Risk,No,High Value,High CLTV
9693-XMUOB,Saudi Arabia,Riyadh,SME,Male,Yes,Yes,No,59,Month-to-month,50.25,2997.45,5546.0,1,7,,20,9.0,90,106.0,Low Risk,No,High Value,High CLTV
7191-ADRGF,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,44,Two year,54.3,2390.45,3222.0,1,0,,20,9.0,90,113.0,Medium Risk,No,Low Value,Low CLTV
2200-DSAAL,Saudi Arabia,Riyadh,SME,Female,No,No,No,68,Two year,80.65,5330.2,5914.0,1,0,,20,9.0,90,113.0,Medium Risk,No,High Value,High CLTV
5321-NTRKC,Saudi Arabia,Riyadh,SME,Male,No,Yes,Yes,66,Two year,79.85,5234.95,6236.0,1,0,,20,9.0,90,113.0,Medium Risk,No,High Value,High CLTV
9031-ZVQPT,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,72,Two year,108.2,7840.6,4773.0,1,0,,20,9.0,220,113.0,Medium Risk,No,Medium Value,Medium CLTV
1162-ECVII,Saudi Arabia,Riyadh,Enterprise,Male,Yes,Yes,No,72,Two year,109.75,7932.5,4265.0,1,0,,20,9.0,220,113.0,Medium Risk,No,Medium Value,Medium CLTV
9848-JQJTX,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,72,Two year,100.9,7459.05,5781.0,1,0,,20,9.0,220,113.0,Medium Risk,No,High Value,High CLTV
6710-HSJRD,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,61,Month-to-month,114.1,7132.15,5239.0,1,7,,20,9.0,220,106.0,Medium Risk,No,High Value,High CLTV
3612-YUNGG,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,Yes,64,Two year,109.2,6741.15,5543.0,1,0,,20,9.0,220,113.0,Low Risk,No,High Value,High CLTV
2773-OVBPK,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,67,Two year,111.3,7567.2,4469.0,1,0,,20,9.0,220,113.0,Medium Risk,No,Medium Value,Medium CLTV
2806-MLNTI,Saudi Arabia,Riyadh,Enterprise,Male,Yes,Yes,No,52,One year,105.1,5376.4,4621.0,1,3,,20,9.0,220,110.0,Medium Risk,No,Medium Value,Medium CLTV
3761-FLYZI,Saudi Arabia,Riyadh,Enterprise,Female,Yes,Yes,No,65,Month-to-month,108.8,7082.45,5225.0,1,7,,20,9.0,220,106.0,Medium Risk,No,High Value,High CLTV
8564-LDKFL,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,40,One year,106.0,4178.65,5118.0,1,3,,20,9.0,220,110.0,High Risk,No,High Value,High CLTV
0330-BGYZE,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,60,One year,102.5,6157.6,4968.0,1,3,,20,9.0,220,110.0,Medium Risk,No,Medium Value,Medium CLTV
1833-TCXKK,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,45,Month-to-month,107.75,4882.8,3301.0,1,7,,20,9.0,220,106.0,Low Risk,No,Low Value,Low CLTV
2324-EFHVG,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,64,Two year,104.4,6692.65,5617.0,1,0,,20,9.0,220,113.0,Low Risk,No,High Value,High CLTV
7975-TZMLR,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,47,One year,103.1,4889.3,5029.0,1,3,,20,9.0,220,110.0,Low Risk,No,High Value,High CLTV
4488-KQFDT,Saudi Arabia,Riyadh,Enterprise,Female,No,No,No,61,One year,103.95,6423.0,4148.0,1,3,,20,9.0,220,110.0,Medium Risk,No,Medium Value,Medium CLTV
2001-EWBQU,Saudi Arabia,Riyadh,Enterprise,Female,No,No,No,60,Two year,104.7,6333.8,6186.0,1,0,,20,9.0,220,113.0,High Risk,No,High Value,High CLTV
6377-WHAOX,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,60,Month-to-month,106.15,6411.25,4115.0,1,7,,20,9.0,220,106.0,Low Risk,No,Medium Value,Medium CLTV
4129-LYCOI,Saudi Arabia,Riyadh,Enterprise,Female,No,No,Yes,67,Two year,104.0,7039.05,4741.0,1,0,,20,9.0,220,113.0,Low Risk,No,Medium Value,Medium CLTV
2898-MRKPI,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,Yes,68,One year,101.05,6770.5,5570.0,1,3,,20,9.0,220,110.0,Low Risk,No,High Value,High CLTV
8152-UOBNY,Saudi Arabia,Riyadh,Enterprise,Female,Yes,No,No,50,One year,106.8,5347.95,5746.0,1,3,,20,9.0,220,110.0,Medium Risk,No,High Value,High CLTV
6465-GSRCL,Saudi Arabia,Riyadh,Enterprise,Female,No,No,Yes,67,One year,106.6,7244.7,5895.0,1,3,,20,9.0,220,110.0,Medium Risk,No,High Value,High CLTV
4323-OHFOW,Saudi Arabia,Riyadh,Enterprise,Female,Yes,Yes,No,70,One year,105.55,7195.35,4605.0,1,3,,20,9.0,220,110.0,Medium Risk,No,Medium Value,Medium CLTV
4983-CLMLV,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,52,Month-to-month,102.7,5138.1,4044.0,1,7,,20,9.0,220,106.0,Medium Risk,No,Medium Value,Medium CLTV
4191-XOVOM,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,63,Month-to-month,105.4,6713.2,4551.0,1,7,,20,9.0,220,106.0,Medium Risk,No,Medium Value,Medium CLTV
8384-FZBJK,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,57,Month-to-month,100.6,5611.7,6351.0,1,7,,20,9.0,220,106.0,Medium Risk,No,High Value,High CLTV
6988-CJEYV,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,49,Month-to-month,98.7,4920.55,6148.0,1,7,,20,9.0,220,106.0,High Risk,No,High Value,High CLTV
3545-CNWRG,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,49,Month-to-month,98.35,4889.2,4325.0,1,7,,20,9.0,220,106.0,Low Risk,No,Medium Value,Medium CLTV
6284-KMNUF,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,56,One year,98.0,5270.6,4615.0,1,3,,20,9.0,220,110.0,Low Risk,No,Medium Value,Medium CLTV
8769-KKTPH,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,63,One year,99.65,6311.2,4572.0,1,3,,20,9.0,220,110.0,High Risk,No,Medium Value,Medium CLTV
5628-RKIFK,Saudi Arabia,Riyadh,Enterprise,Female,Yes,No,No,49,Month-to-month,101.55,5070.4,5348.0,1,7,,20,9.0,220,106.0,Low Risk,No,High Value,High CLTV
3705-RHRFR,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,69,Two year,99.15,6875.35,5031.0,1,0,,20,9.0,220,113.0,Medium Risk,No,High Value,High CLTV
2696-ECXKC,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,55,One year,100.9,5448.6,6153.0,1,3,,20,9.0,220,110.0,Medium Risk,No,High Value,High CLTV
5298-GSTLM,Saudi Arabia,Riyadh,Enterprise,Female,Yes,No,No,60,One year,101.4,6176.6,4483.0,1,3,,20,9.0,220,110.0,Medium Risk,No,Medium Value,Medium CLTV
3584-WKTTW,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,51,One year,111.55,5720.35,4053.0,1,3,,20,9.0,220,110.0,Low Risk,No,Medium Value,Medium CLTV
1216-BGTSP,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,45,Month-to-month,108.45,4964.7,5093.0,1,7,,20,9.0,220,106.0,Low Risk,No,High Value,High CLTV
1163-VIPRI,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,65,Two year,109.3,7337.55,6087.0,1,0,,20,9.0,220,113.0,Medium Risk,No,High Value,High CLTV
7789-HKSBS,Saudi Arabia,Riyadh,Enterprise,Female,Yes,Yes,No,42,One year,105.2,4599.15,5573.0,1,3,,20,9.0,220,110.0,Low Risk,No,High Value,High CLTV
8033-VCZGH,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,50,One year,103.95,5231.3,4363.0,1,3,,20,9.0,220,110.0,Medium Risk,No,Medium Value,Medium CLTV
5090-EMGTC,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,59,Two year,100.05,6034.85,4521.0,1,0,,20,9.0,220,113.0,Medium Risk,No,Medium Value,Medium CLTV
3186-AJIEK,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,66,Two year,105.65,6844.5,5097.0,1,0,,20,9.0,220,113.0,Low Risk,No,High Value,High CLTV
2056-EVGZL,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,Yes,68,One year,105.75,7322.5,4437.0,1,3,,20,9.0,220,110.0,Low Risk,No,Medium Value,Medium CLTV
1545-ACTAS,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,48,One year,99.7,4977.2,5921.0,1,3,,20,9.0,220,110.0,Low Risk,No,High Value,High CLTV
0924-BJCRC,Saudi Arabia,Riyadh,SME,Female,Yes,Yes,No,60,Month-to-month,89.45,5294.6,4340.0,1,7,,20,9.0,150,106.0,Medium Risk,No,Medium Value,Medium CLTV
6075-SLNIL,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,38,Month-to-month,95.1,3691.2,5393.0,1,7,,20,9.0,150,106.0,Medium Risk,No,High Value,High CLTV
8755-IWJHN,Saudi Arabia,Riyadh,Enterprise,Male,Yes,Yes,No,69,Month-to-month,95.35,6382.0,6132.0,1,7,,20,9.0,150,106.0,Low Risk,No,High Value,High CLTV
2267-WTPYD,Saudi Arabia,Riyadh,Enterprise,Female,Yes,Yes,No,57,Month-to-month,94.0,5438.95,6015.0,1,7,,20,9.0,150,106.0,Medium Risk,No,High Value,High CLTV
9494-BDNNC,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,No,66,One year,95.3,6273.4,5706.0,1,3,,20,9.0,150,110.0,Medium Risk,No,High Value,High CLTV
3410-MHHUM,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,44,One year,94.4,4295.35,5019.0,1,3,,20,9.0,150,110.0,High Risk,No,High Value,High CLTV
0020-INWCK,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,71,Two year,95.75,6849.4,4865.0,1,0,,20,9.0,150,113.0,Low Risk,No,Medium Value,Medium CLTV
9570-KYEUA,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,64,Two year,99.25,6549.45,5213.0,1,0,,20,9.0,150,113.0,Medium Risk,No,High Value,High CLTV
4884-TVUQF,Saudi Arabia,Riyadh,Enterprise,Female,Yes,No,No,57,Two year,101.3,5779.6,4421.0,1,0,,20,9.0,150,113.0,Medium Risk,No,Medium Value,Medium CLTV
2805-EDJPQ,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,56,One year,99.75,5608.4,5926.0,1,3,,20,9.0,150,110.0,Medium Risk,No,High Value,High CLTV
5998-DZLYR,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,61,Two year,94.35,5703.0,4676.0,1,0,,20,9.0,150,113.0,Medium Risk,No,Medium Value,Medium CLTV
0440-UEDAI,Saudi Arabia,Riyadh,Enterprise,Female,No,No,No,53,One year,94.45,5042.75,5452.0,1,3,,20,9.0,150,110.0,Medium Risk,No,High Value,High CLTV
9013-AQORL,Saudi Arabia,Riyadh,Individual,Female,No,No,Yes,48,Month-to-month,45.55,2108.35,4106.0,1,7,,20,9.0,60,106.0,Medium Risk,No,Medium Value,Medium CLTV
0848-SOMKO,Saudi Arabia,Riyadh,Individual,Male,No,No,No,70,Two year,48.4,3442.8,4483.0,1,0,,20,9.0,60,113.0,Medium Risk,No,Medium Value,Medium CLTV
9068-VPWQQ,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,61,Two year,75.35,4729.3,6466.0,1,0,,20,9.0,60,113.0,Low Risk,No,High Value,High CLTV
2649-HWLYB,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,65,Two year,76.15,4929.55,6177.0,1,0,,20,9.0,60,113.0,Medium Risk,No,High Value,High CLTV
1474-JUWSM,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,58,One year,68.4,3972.25,5269.0,1,3,,20,9.0,60,110.0,Medium Risk,No,High Value,High CLTV
4560-WQAQW,Saudi Arabia,Riyadh,SME,Female,No,No,No,59,One year,68.7,4070.95,4244.0,1,3,,20,9.0,60,110.0,Low Risk,No,Medium Value,Medium CLTV
6288-CHQJB,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,54,Two year,69.95,3871.85,5077.0,1,0,,20,9.0,60,113.0,Medium Risk,No,High Value,High CLTV
8184-WMOFI,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,62,One year,71.4,4487.3,5327.0,1,3,,20,9.0,60,110.0,Medium Risk,No,High Value,High CLTV
2541-YGPKE,Saudi Arabia,Riyadh,SME,Male,No,Yes,Yes,42,One year,63.7,2763.35,3764.0,1,3,,20,9.0,60,110.0,Medium Risk,No,Medium Value,Medium CLTV
7753-USQYQ,Saudi Arabia,Riyadh,SME,Male,No,No,No,55,One year,64.2,3627.3,5151.0,1,3,,20,9.0,60,110.0,Low Risk,No,High Value,High CLTV
4547-FZJWE,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,55,One year,59.45,3157.0,5712.0,1,3,,20,9.0,60,110.0,High Risk,No,High Value,High CLTV
7284-BUYEC,Saudi Arabia,Riyadh,SME,Female,No,No,No,5,Month-to-month,50.95,229.4,3573.0,2,7,,20,8.0,90,99.0,Medium Risk,No,Medium Value,Medium CLTV
2761-XECQW,Saudi Arabia,Riyadh,Individual,Male,Yes,Yes,No,8,Month-to-month,43.35,371.4,2560.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
0128-MKWSG,Saudi Arabia,Riyadh,Individual,Female,No,No,Yes,26,Month-to-month,45.8,1147.0,3287.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
8263-OKETD,Saudi Arabia,Riyadh,SME,Female,No,No,No,20,Month-to-month,68.9,1370.35,3265.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
0106-GHRQR,Saudi Arabia,Riyadh,SME,Male,No,No,No,16,Month-to-month,71.4,1212.1,3360.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
8800-ZKRFW,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,30,Month-to-month,107.5,3242.5,3094.0,2,7,,20,8.0,220,99.0,Medium Risk,No,Low Value,Low CLTV
3174-RKMOW,Saudi Arabia,Riyadh,Enterprise,Male,No,Yes,Yes,35,Month-to-month,109.95,3782.4,5721.0,2,7,,20,8.0,220,99.0,High Risk,No,High Value,High CLTV
9547-ITEFG,Saudi Arabia,Riyadh,Individual,Male,No,Yes,Yes,9,Month-to-month,102.6,897.75,4062.0,2,7,,20,8.0,220,99.0,Low Risk,No,Medium Value,Medium CLTV
5947-SGKCL,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,15,Month-to-month,105.35,1559.25,2721.0,2,7,,20,8.0,220,99.0,Medium Risk,No,Low Value,Low CLTV
1907-YLNYW,Saudi Arabia,Riyadh,SME,Male,No,No,No,8,Month-to-month,66.7,579.0,4490.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
5832-EXGTT,Saudi Arabia,Riyadh,SME,Male,No,Yes,Yes,29,Month-to-month,60.2,1834.15,5517.0,2,7,,20,8.0,60,99.0,High Risk,No,High Value,High CLTV
8212-DJRCH,Saudi Arabia,Riyadh,Individual,Male,No,Yes,Yes,5,Month-to-month,90.35,434.5,4014.0,2,7,,20,8.0,150,99.0,Medium Risk,No,Medium Value,Medium CLTV
9700-ISPUP,Saudi Arabia,Riyadh,SME,Female,No,Yes,Yes,10,Month-to-month,65.5,616.9,3137.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
2081-VEYEH,Saudi Arabia,Riyadh,Individual,Male,No,No,No,3,Month-to-month,107.95,318.6,5653.0,2,7,,20,8.0,220,99.0,Medium Risk,No,High Value,High CLTV
2692-BUCFV,Saudi Arabia,Riyadh,Enterprise,Male,Yes,No,No,29,Month-to-month,101.45,2948.6,5285.0,2,7,,20,8.0,220,99.0,High Risk,No,High Value,High CLTV
4526-ZJJTM,Saudi Arabia,Riyadh,SME,Female,Yes,Yes,No,25,Month-to-month,88.4,2191.15,4849.0,2,7,,20,8.0,150,99.0,Medium Risk,No,Medium Value,Medium CLTV
2603-HVKCG,Saudi Arabia,Riyadh,Enterprise,Male,No,No,No,31,Month-to-month,101.4,3143.65,2025.0,2,7,,20,8.0,220,99.0,High Risk,No,Low Value,Low CLTV
6583-KQJLK,Saudi Arabia,Riyadh,Individual,Female,Yes,Yes,No,15,Month-to-month,94.65,1285.05,5868.0,2,7,,20,8.0,220,99.0,Medium Risk,No,High Value,High CLTV
6614-VBEGU,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,24,Month-to-month,69.45,1614.05,4208.0,2,7,,20,8.0,90,99.0,Low Risk,No,Medium Value,Medium CLTV
2812-ENYMO,Saudi Arabia,Riyadh,SME,Male,No,No,No,26,One year,54.55,1362.85,4296.0,2,3,,20,8.0,90,103.0,Medium Risk,No,Medium Value,Medium CLTV
4664-NJCMS,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,33,Two year,59.55,2016.3,5980.0,2,0,,20,8.0,90,106.0,Medium Risk,No,High Value,High CLTV
3898-BSJYF,Saudi Arabia,Riyadh,SME,Female,No,No,Yes,10,One year,73.55,693.3,4434.0,2,3,,20,8.0,60,103.0,Low Risk,No,Medium Value,Medium CLTV
2245-ADZFJ,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,31,Two year,80.55,2471.6,3491.0,2,0,,20,8.0,90,106.0,Low Risk,No,Low Value,Low CLTV
6341-JVQGF,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,31,One year,81.15,2545.75,5643.0,2,3,,20,8.0,90,103.0,Medium Risk,No,High Value,High CLTV
5829-NVSQN,Saudi Arabia,Riyadh,SME,Female,No,Yes,No,23,One year,68.75,1689.45,3519.0,2,3,,20,8.0,60,103.0,Low Risk,No,Medium Value,Medium CLTV
9513-DXHDA,Saudi Arabia,Riyadh,SME,Male,No,No,No,27,One year,81.7,2212.55,2445.0,2,3,,20,8.0,90,103.0,Low Risk,No,Low Value,Low CLTV
0496-AHOOK,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,24,One year,74.4,1712.9,4310.0,2,3,,20,8.0,90,103.0,Medium Risk,No,Medium Value,Medium CLTV
